"Timestamp","Student's ID","Gender","Bac II's Overall Grade","Bac II Mathematics Grade","Department","Do you have difficulties engaging in your online classes during this Covid-19 outbreak?","What kind of difficulties do you commonly have during this period?","I gather with friends to study mathematics as a group.","I seek advice or explanation from my friends, seniors or those who know more about mathematics problems outside formal class hours.","I try to start my homework immediately after math class.","I have a specific time to study mathematics.","I am careful to keep up-to-date with math homework.","I study math eight to ten hours a week besides classroom hours.","I attend math tutor sessions regularly.","I read my math textbook before coming to class.","If I have trouble understanding the text, I find an alternate text or books.","I take notes during my mathematics classes.","I am careful to copy all the steps of math problems in my notes.","I ask questions when I am confused.","I go to the instructor or tutor center when I am confused.","I try to determine exactly when I got confused and exactly what confused me.","I review my notes and text before beginning the homework.","I work problems until I understand them, not just until I get the answers listed in the back of the book.","I develop memory techniques to remember math concepts.","Sought advice from academic staff including lecturers and/or consulting adviser (via Telegram or during online classes...)","Made a class or online presentation on your assigned work.","Worked hard to master difficult contents or lessons in your classes.","Used library resources on campus or online to do your work or expand your horizons.","Worked on an assignment (TD/TP) that required integrating ideas or information from various sources.","Worked with other students on teamwork/projects during class.","Worked with other students outside class to prepare assignments (either during online classes or personal hours).","Used an online learning system to discuss or complete an assignment.","Discussed your grades or assignments with lecturers.","Talked about your career plans or choosing department or majors with friends, seniors, lecturers or advisors.","Discussed ideas from your readings or classes with lecturers outside class.","Received prompt written or oral feedback from lecturers on your academic performance.","Worked harder than you thought you could to meet your lecturers’ standards or expectations.","Discussed ideas from your readings or classes with others outside class (e.g. friends, seniors, lecturers etc.)","I always prepare myself well for my math classes, tests and quizzes.","I often motivate myself to get a good score in math.","I always pay full attention during my math classes.","Mathematics is important for my study and future career.","I feel confident in my abilities to solve mathematics problems.","I can understand my math teacher’s explanation easily.","I spend lots of time to practice mathematics or work on assignments.","I would prefer to write a math assignment than write an essay.","I believe studying of math helps me with problem solving in other subjects.","I like to solve new problems in mathematics.","I am happier in a math class than in any other classes.","It would not bother me at all to take more math courses.","I have usually been at ease during math test.","I have usually been at ease during math course.","I often feel tense and bored in my mathematics class.","I always feel nervous in quizzes or exams of math.","I don’t like working on the homework given by my mathematics teacher.","I am not eager to participate in discussions that involve mathematics.","I get a sinking feeling when I think of trying hard math problems.","My mind goes blank and I am unable to think clearly when working mathematics.","Mathematics makes me feel uneasy and confused.","I feel more nervous and anxious than usual.","I feel afraid for no reason at all.","I get upset easily or feel panicky.","I feel like I’m falling apart and going to pieces.","I feel that everything is all right and nothing bad will happen.","My arms and legs shake and tremble.","I am bothered by headaches neck and back pain.","I feel weak and get tired easily."," I feel calm and can sit still easily.","I can feel my heart beating fast.","I am bothered by dizzy spells.","I have fainting spells or feel like it.","I can breathe in and out easily.","I get numbness and tingling in my fingers and toes.","I am bothered by stomach aches or indigestion.","I have to empty my bladder often.","My hands are usually dry and warm.","My face gets hot and blushes.","I fall asleep easily and get a good night’s rest.","I have nightmares.","Semester 1: Calculus II","Semester 1: Probability and Statistics","Semester 1: Differential Equation","Annual Score"
"2021/08/17 7:44:51 PM GMT+7","e20190291","Female","E","E","CGA","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Always","Sometimes","Sometimes","Always","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Always","Sometimes","Always","Always","Sometimes","Often","Often","Very Often","Often","Often","Very Often","Often","Never","Sometimes","Never","Sometimes","Never","Often","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Strongly Agree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Strongly Disagree","Disagree","Neutral","Agree","Agree","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","Most of the time","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Good part of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","Good part of the time","60.96","84.65","81.3","77.34"
"2021/08/17 7:49:13 PM GMT+7","SENG CHANTO e20190981","Male","D","C","CGA","No","Low internet speed (cannot hear/see well, ...)","Always","Always","Always","Rarely","Always","Always","Always","Sometimes","Always","Rarely","Always","Always","Always","Always","Always","Always","Always","Very Often","Sometimes","Very Often","Very Often","Very Often","Very Often","Often","Very Often","Often","Very Often","Often","Very Often","Very Often","Very Often","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Some of the time","Some of the time","Good part of the time","A little of the time","Most of the time","A little of the time","A little of the time","A little of the time","Most of the time","Good part of the time","A little of the time","A little of the time","Most of the time","A little of the time","A little of the time","Most of the time","A little of the time","A little of the time","Most of the time","A little of the time","31.25","18.25","37.30","75.97"
"2021/08/17 8:07:35 PM GMT+7","e20191002","Male","D","E","CGA","Yes","Devices use in online learning (inadequate)","Rarely","Sometimes","Always","Always","Always","Sometimes","Sometimes","Sometimes","Always","Always","Always","Sometimes","Sometimes","Always","Always","Sometimes","Always","Sometimes","Never","Sometimes","Often","Often","Often","Often","Often","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Agree","Agree","Agree","Strongly Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Some of the time","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Most of the time","Some of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","83.33","69.29","64.98","72.35"
"2021/08/17 8:09:57 PM GMT+7","e20190475","Male","C","C","GEE","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Adapt to online learning approach","Almost Never","Sometimes","Almost Never","Sometimes","Sometimes","Almost Never","Sometimes","Almost Never","Sometimes","Rarely","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Agree","Agree","Agree","Neutral","Neutral","Agree","Disagree","Strongly Disagree","Neutral","Disagree","Neutral","Disagree","Neutral","Disagree","Neutral","Disagree","Agree","Agree","Agree","Agree","Agree","Some of the time","Most of the time","Most of the time","Most of the time","A little of the time","Most of the time","Good part of the time","Good part of the time","Most of the time","Good part of the time","Good part of the time","Some of the time","Good part of the time","Most of the time","Good part of the time","Good part of the time","A little of the time","Good part of the time","Good part of the time","A little of the time","42","46","70","56"
"2021/08/17 8:29:15 PM GMT+7","e20190710","Male","C","D","GIC","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Distraction (home environment, surrounding, people ...)","Sometimes","Always","Always","Sometimes","Sometimes","Always","Always","Always","Sometimes","Always","Always","Always","Sometimes","Always","Always","Always","Sometimes","Very Often","Often","Often","Very Often","Very Often","Very Often","Often","Sometimes","Sometimes","Often","Often","Often","Sometimes","Sometimes","Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","A little of the time","A little of the time","Some of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Most of the time","A little of the time","80.46","67.33","77.95","71.98"
"2021/08/17 8:32:14 PM GMT+7","e20190101","Female","C","C","CGA","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...);Self motivation","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Always","Almost Never","Sometimes","Always","Always","Sometimes","Almost Never","Sometimes","Sometimes","Always","Sometimes","Rarely","Sometimes","Never","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Sometimes","Neutral","Agree","Agree","Agree","Disagree","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Some of the time","Most of the time","Some of the time","A little of the time","Good part of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","Most of the time","A little of the time","60","81","76.65","71.3"
"2021/08/17 9:20:22 PM GMT+7","e20190900","Female","A","A","CGA","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Devices use in online learning (inadequate)","Sometimes","Sometimes","Sometimes","Sometimes","Always","Sometimes","Always","Sometimes","Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Often","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Very Often","Sometimes","Often","Sometimes","Very Often","Often","Often","Agree","Strongly Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Disagree","Neutral","Agree","Neutral","Neutral","Some of the time","A little of the time","Some of the time","A little of the time","Good part of the time","Some of the time","Most of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","66.15","54.29","63.95","68.47"
"2021/08/17 10:05:43 PM GMT+7","e20191678","Male","A","A","CGA","No","Low internet speed (cannot hear/see well, ...)","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Always","Sometimes","Always","Sometimes","Always","Sometimes","Always","Always","Always","Always","Very Often","Often","Sometimes","Very Often","Often","Very Often","Often","Very Often","Sometimes","Very Often","Sometimes","Often","Very Often","Often","Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Disagree","Some of the time","A little of the time","Some of the time","Most of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Some of the time","Most of the time","Some of the time","50","50","50","50"
"2021/08/17 10:13:17 PM GMT+7","e20190702","Female","A","A","GIM","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...)","Rarely","Sometimes","Sometimes","Almost Never","Sometimes","Sometimes","Always","Rarely","Rarely","Sometimes","Always","Rarely","Almost Never","Rarely","Sometimes","Sometimes","Sometimes","Often","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Often","Never","Never","Sometimes","Often","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Strongly Agree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Disagree","Disagree","Neutral","Disagree","Disagree","Some of the time","A little of the time","Some of the time","A little of the time","Good part of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","Some of the time","A little of the time","Most of the time","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","75.45","88.65","86.3","78.91"
"2021/08/18 7:30:31 AM GMT+7","TY VANNIT ","Male","D","C","GEE","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Adapt to online learning approach;Devices use in online learning (inadequate);Distraction (home environment, surrounding, people ...);Self motivation","Sometimes","Rarely","Sometimes","Always","Sometimes","Always","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Always","Always","Sometimes","Sometimes","Often","Never","Very Often","Never","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Neutral","Agree","Neutral","Neutral","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Some of the time","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","77.21","65.29","74.33","72.91"
"2021/08/18 7:52:56 AM GMT+7","e20191312","Male","C","C","OAC","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Always","Always","Always","Always","Always","Sometimes","Always","Always","Always","Sometimes","Always","Always","Always","Always","Always","Always","Often","Sometimes","Often","Very Often","Very Often","Often","Very Often","Very Often","Sometimes","Sometimes","Sometimes","Often","Often","Often","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Agree","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Most of the time","Some of the time","Some of the time","Good part of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","A little of the time","51.91","65.6","66.01","64.14"
"2021/08/18 9:08:09 AM GMT+7","e20191225","Female","B","A","GCI","Yes","Low internet speed (cannot hear/see well, ...)","Rarely","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Always","Rarely","Rarely","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Sometimes","Sometimes","Agree","Agree","Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Most of the time","Most of the time","Some of the time","Some of the time","A little of the time","Most of the time","A little of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","55.87","63.44","69.6","62.4"
"2021/08/18 9:52:27 AM GMT+7","e20190931","Female","C","C","CGA","Yes","Self motivation","Almost Never","Almost Never","Sometimes","Sometimes","Always","Sometimes","Never Even Thought of","Rarely","Always","Always","Sometimes","Almost Never","Almost Never","Sometimes","Rarely","Rarely","Rarely","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Never","Neutral","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Agree","Neutral","Neutral","Some of the time","A little of the time","A little of the time","Some of the time","Good part of the time","A little of the time","Most of the time","Good part of the time","Some of the time","Some of the time","Some of the time","A little of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Most of the time","A little of the time","Good part of the time","A little of the time","68.74","72.98","73.7","75.74"
"2021/08/18 10:25:00 AM GMT+7","e20190049","Male","D","E","GEE","Yes","Low internet speed (cannot hear/see well, ...);Devices use in online learning (inadequate);Distraction (home environment, surrounding, people ...)","Sometimes","Always","Always","Always","Always","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Often","Often","Sometimes","Sometimes","Often","Often","Sometimes","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","A little of the time","Some of the time","Some of the time","Most of the time","Good part of the time","Some of the time","A little of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Most of the time","Most of the time","56.87","65.01","62.6","64"
"2021/08/18 1:07:04 PM GMT+7","e20191160","Male","C","C","GCI","Yes","Low internet speed (cannot hear/see well, ...)","Rarely","Sometimes","Sometimes","Always","Always","Sometimes","Always","Sometimes","Always","Always","Never Even Thought of","Rarely","Sometimes","Almost Never","Always","Sometimes","Always","Never","Never","Sometimes","Sometimes","Often","Often","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","Neutral","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Neutral","Agree","Disagree","Disagree","Some of the time","A little of the time","A little of the time","Some of the time","Good part of the time","A little of the time","Some of the time","Good part of the time","Some of the time","A little of the time","A little of the time","Some of the time","A little of the time","Good part of the time","Most of the time","A little of the time","A little of the time","Some of the time","Good part of the time","Some of the time","90.51","71.95","70.75","70.99"
"2021/08/18 1:51:55 PM GMT+7","e20190836","Male","B","A","GCI","Yes","Online class is not interactive;Distraction (home environment, surrounding, people ...);Self motivation","Sometimes","Sometimes","Always","Always","Sometimes","Rarely","Always","Always","Sometimes","Always","Sometimes","Always","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Often","Very Often","Very Often","Very Often","Often","Very Often","Sometimes","Sometimes","Often","Often","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly Agree","Agree","Neutral","Neutral","Neutral","Agree","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Neutral","Some of the time","A little of the time","Some of the time","Good part of the time","Some of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Some of the time","A little of the time","Some of the time","Some of the time","Good part of the time","Good part of the time","Good part of the time","84.82","92","77.68","81.18"
"2021/08/18 2:10:55 PM GMT+7","e20190766","Male","C","A","GCI","Yes","Low internet speed (cannot hear/see well, ...);Devices use in online learning (inadequate)","Sometimes","Sometimes","Always","Sometimes","Always","Always","Sometimes","Always","Always","Always","Always","Sometimes","Rarely","Sometimes","Always","Always","Sometimes","Very Often","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Agree","Agree","Agree","Strongly Agree","Agree","Disagree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Agree","Neutral","Disagree","Disagree","A little of the time","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","Good part of the time","A little of the time","61.77","68.83","57.42","66.52"
"2021/08/18 5:50:02 PM GMT+7","e20191188","Male","B","B","GCA","Yes","Low internet speed (cannot hear/see well, ...);Devices use in online learning (inadequate);Self motivation","Sometimes","Sometimes","Always","Sometimes","Always","Rarely","Sometimes","Sometimes","Always","Always","Always","Rarely","Rarely","Sometimes","Sometimes","Rarely","Always","Often","Sometimes","Often","Often","Very Often","Often","Often","Often","Never","Sometimes","Sometimes","Very Often","Sometimes","Never","Agree","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Disagree","Neutral","Disagree","Neutral","Agree","Neutral","Disagree","A little of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","Some of the time","A little of the time","Some of the time","84,93","63,76","66,08","74,69"
"2021/08/18 9:03:50 PM GMT+7","e20191053","Female","D","E","CGA","Yes","Low internet speed (cannot hear/see well, ...);Online class is not interactive;Devices use in online learning (inadequate);Distraction (home environment, surrounding, people ...);Self motivation","Rarely","Sometimes","Rarely","Rarely","Sometimes","Never Even Thought of","Always","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Rarely","Sometimes","Rarely","Rarely","Sometimes","Never","Sometimes","Never","Sometimes","Often","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Often","Often","Neutral","Agree","Neutral","Agree","Disagree","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Most of the time","Most of the time","Most of the time","Good part of the time","A little of the time","Some of the time","Most of the time","Most of the time","Some of the time","Some of the time","Most of the time","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","A little of the time","A little of the time","Some of the time","Most of the time","87.8","54.31","75.3","74"
"2021/08/18 10:56:46 PM GMT+7","e20190770","Male","B","A","GIC","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Self motivation","Rarely","Rarely","Sometimes","Always","Always","Always","Rarely","Rarely","Rarely","Always","Sometimes","Never Even Thought of","Rarely","Sometimes","Sometimes","Rarely","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Often","Sometimes","Never","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","Some of the time","A little of the time","Some of the time","Good part of the time","Some of the time","Some of the time","A little of the time","Good part of the time","Some of the time","A little of the time","A little of the time","A little of the time","Good part of the time","A little of the time","A little of the time","A little of the time","A little of the time","A little of the time","Some of the time","Some of the time","76,4","61,6","67,95","70,39"
"2021/08/19 10:20:50 AM GMT+7","e20191189 ","Male","C","D","GIM","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Devices use in online learning (inadequate)","Sometimes","Sometimes","Rarely","Always","Always","Sometimes","Always","Always","Always","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Never","Sometimes","Often","Often","Sometimes","Sometimes","Never","Never","Often","Sometimes","Sometimes","Sometimes","Often","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Disagree","Agree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Some of the time","A little of the time","A little of the time","Some of the time","Good part of the time","A little of the time","A little of the time","Some of the time","Most of the time","A little of the time","Some of the time","A little of the time","Most of the time","A little of the time","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","A little of the time","56.42","79.33","60.39","58.66"
"2021/08/19 11:37:45 AM GMT+7","e20190433","Female","B","B","GCI","Yes","Self motivation","Almost Never","Sometimes","Sometimes","Sometimes","Always","Always","Always","Sometimes","Sometimes","Sometimes","Always","Rarely","Almost Never","Always","Sometimes","Always","Sometimes","Sometimes","Never","Very Often","Sometimes","Sometimes","Sometimes","Often","Often","Never","Sometimes","Never","Sometimes","Sometimes","Often","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Disagree","Good part of the time","Good part of the time","Some of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","Good part of the time","Good part of the time","Good part of the time","Some of the time","A little of the time","Good part of the time","Some of the time","Good part of the time","Some of the time","Some of the time","Some of the time","Some of the time","Good part of the time","89.91","79.3","77.64","80.32"
"2021/08/19 12:09:43 PM GMT+7","e20190607","Male","D","C","GIM","Yes","Low internet speed (cannot hear/see well, ...);Adapt to online learning approach;Distraction (home environment, surrounding, people ...);Self motivation","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never Even Thought of","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","A little of the time","Good part of the time","Some of the time","Good part of the time","Some of the time","Good part of the time","Some of the time","Most of the time","Good part of the time","Some of the time","Good part of the time","Good part of the time","A little of the time","A little of the time","Some of the time","A little of the time","Some of the time","A little of the time","A little of the time","A little of the time","73.05","63.41","65.95","59.42"
"2021/08/19 6:56:26 PM GMT+7","e20190803","Male","E","E","GRU","Yes","Online class is not interactive","Sometimes","Rarely","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Often","Sometimes","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Neutral","Strongly Disagree","Neutral","Agree","Neutral","Neutral","Some of the time","A little of the time","Some of the time","Some of the time","Good part of the time","A little of the time","A little of the time","Good part of the time","Good part of the time","Good part of the time","Good part of the time","Some of the time","Most of the time","Some of the time","A little of the time","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","83.31","75.3","70.95","72.81"
"2021/08/19 7:20:52 PM GMT+7","e20191164 ","Male","C","D","GEE","Yes","Low internet speed (cannot hear/see well, ...)","Sometimes","Always","Always","Sometimes","Sometimes","Rarely","Rarely","Always","Always","Always","Always","Sometimes","Rarely","Sometimes","Always","Always","Always","Sometimes","Often","Sometimes","Often","Often","Sometimes","Sometimes","Often","Often","Sometimes","Often","Sometimes","Sometimes","Often","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Some of the time","A little of the time","A little of the time","Some of the time","Some of the time","Some of the time","Some of the time","Some of the time","Good part of the time","A little of the time","A little of the time","A little of the time","Most of the time","Some of the time","A little of the time","Some of the time","Some of the time","Some of the time","Good part of the time","A little of the time","79 .63","67.64","65.64","64"
"2021/08/19 8:10:46 PM GMT+7","e20190358","Female","B","B","CGA","Yes","Low internet speed (cannot hear/see well, ...);Distraction (home environment, surrounding, people ...)","Rarely","Sometimes","Always","Sometimes","Always","Always","Rarely","Sometimes","Rarely","Always","Always","Sometimes","Rarely","Sometimes","Always","Rarely","Sometimes","Very Often","Sometimes","Often","Often","Very Often","Often","Very Often","Often","Often","Very Often","Often","Sometimes","Often","Sometimes","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Agree","Strongly Agree","A little of the time","Some of the time","Some of the time","Some of the time","Most of the time","A little of the time","A little of the time","Some of the time","Most of the time","Good part of the time","Good part of the time","Some of the time","A little of the time","A little of the time","A little of the time","Good part of the time","Most of the time","A little of the time","Most of the time","A little of the time","74.25","63.25","81.65","78.45"
