PEDU1,PEDU2,POCC1,POCC2,PSES1,PI1,PI2,PI3,PS1,PS2,PS3,PS4,DE1,DE2,SELD1,SELD2,SELD3,SELD4,SELD5,SIM1,SIM2,SIM3,SIM4,ANXI1,ANXI2,ANXI3,POSS1,POSS2,POSS3,TMP1,TMP2,TMP3,TMP4,TAC1,TAC2,TAC3,TAC4,CENV1,CU1,CU2,ARES1,ARES2,ARES3,SCORE
Elementary,Elementary,Farmer,Others,2,5,5,5,5,5,5,5,3,Moderate,< 2,< 2,5,1,5,5,5,5,5,1,1,1,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Not_enough,120
Upper_Secondary,Elementary,Business,Business,3,2,4,5,3,1,1,1,2,Far,< 2,Never,5,4,4,5,5,3,3,2,1,4,Yes,Yes,Yes,4,1,4,4,4,5,4,4,2,Khmer,Fullday,Enough,Enough,Enough,148
Undergraduate,Elementary,Others,Housewife,2,5,5,5,3,3,3,4,4,Moderate,2 to 4,< 2,4,1,5,4,5,5,5,2,5,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Maybe,50
Upper_Secondary,Lower_Secondary,Government_Officer,Business,3,4,5,4,3,4,3,3,4,Moderate,2 to 4,> 4,5,1,2,4,4,5,4,3,3,2,Yes,No,Yes,4,4,4,4,4,4,3,4,2,Khmer,One_Shift,Enough,Enough,Maybe,98
Undergraduate,Lower_Secondary,Government_Officer,Business,2,5,5,5,4,5,4,5,3,Moderate,2 to 4,2 to 4,5,1,4,4,5,4,5,2,4,2,Yes,No,Yes,4,2,5,5,5,3,3,3,2,Khmer,Fullday,Enough,Not_enough,Enough,123
Lower_Secondary,Elementary,Business,Housewife,2,2,2,5,4,3,3,2,4,Moderate,Never,2 to 4,5,1,5,5,5,5,5,1,2,2,Yes,No,Yes,3,2,4,4,4,4,4,4,3,English,One_Shift,Enough,Enough,Not_enough,118
Elementary,Lower_Secondary,Farmer,Housewife,2,5,4,5,2,5,4,4,5,Moderate,2 to 4,> 4,5,1,5,5,5,5,4,1,3,3,Yes,No,Yes,5,2,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Not_enough,107
Others,Elementary,Business,Others,2,3,3,4,3,4,4,4,4,Moderate,< 2,2 to 4,5,2,3,3,4,4,4,3,4,2,Yes,Yes,Yes,5,2,5,5,5,5,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,98
Others,Elementary,Business,Housewife,2,3,3,4,3,4,4,4,4,Moderate,< 2,2 to 4,5,2,3,3,4,4,4,3,4,2,Yes,Yes,Yes,5,2,5,5,5,5,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,98
Elementary,Elementary,Farmer,Farmer,2,3,4,5,1,5,5,5,3,Far,< 2,> 4,4,2,4,5,5,5,5,2,2,2,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,95
Illiteracy,Elementary,Government_Officer,Housewife,2,3,5,5,3,4,4,5,5,Moderate,< 2,> 4,3,1,2,5,4,5,5,3,3,1,Yes,No,Yes,5,1,5,5,5,5,5,4,3,Khmer,Fullday,Enough,Enough,Maybe,100
Elementary,Illiteracy,Farmer,Farmer,2,5,4,4,4,5,4,4,5,Moderate,< 2,> 4,3,2,4,5,5,4,5,4,5,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,80
Elementary,Elementary,Farmer,Farmer,1,3,3,3,3,3,3,3,5,Far,Never,> 4,4,1,2,3,4,3,4,4,5,4,No,No,Yes,3,3,3,3,4,4,2,2,3,Khmer,Irregular,Enough,Enough,Maybe,75
Upper_Secondary,Lower_Secondary,Government_Officer,Housewife,2,3,4,5,3,3,3,2,3,Moderate,< 2,> 4,4,3,4,4,4,4,5,2,4,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,100
Upper_Secondary,Elementary,Farmer,Farmer,2,4,4,4,2,2,5,2,3,Moderate,2 to 4,< 2,4,1,5,5,5,5,2,1,1,1,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,60
Elementary,Elementary,Farmer,Housewife,2,4,4,4,3,4,4,5,5,Moderate,Never,Never,3,4,2,5,2,4,4,3,3,3,Yes,No,Yes,3,3,3,3,3,3,4,3,3,Khmer,Fullday,Enough,Enough,Enough,65
Upper_Secondary,Upper_Secondary,Business,Housewife,3,5,5,5,5,3,4,5,4,Moderate,< 2,> 4,3,2,5,4,5,4,5,5,4,3,Yes,No,Yes,4,1,5,4,4,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,85
Upper_Secondary,Upper_Secondary,Farmer,Housewife,3,2,2,2,2,3,2,2,2,Short,Never,< 2,1,1,1,1,1,1,3,2,2,2,Yes,No,Yes,2,2,1,2,2,2,2,2,2,Khmer,Fullday,Enough,Not_enough,Enough,75
Upper_Secondary,Upper_Secondary,Farmer,Farmer,2,2,2,2,2,2,2,2,2,Moderate,Never,Never,2,2,2,2,2,2,2,2,2,2,No,No,No,2,2,2,2,2,2,2,2,2,Khmer,One_Shift,Enough,Enough,Enough,60
Others,Others,Farmer,Farmer,4,5,5,5,5,5,5,1,5,Moderate,< 2,2 to 4,5,5,5,3,5,5,4,4,4,3,Yes,No,Yes,3,5,3,1,4,4,1,5,3,Khmer,Irregular,Not_enough,Not_enough,Enough,85
Elementary,Elementary,Farmer,Farmer,2,2,3,3,3,2,4,3,2,Far,< 2,< 2,2,3,3,4,4,4,3,3,3,3,Yes,No,No,4,3,3,4,4,2,3,4,2,Khmer,Irregular,Enough,Enough,Enough,65
Illiteracy,Illiteracy,Farmer,Farmer,3,4,3,3,4,4,4,3,3,Moderate,< 2,2 to 4,4,2,4,2,5,3,4,3,4,3,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,80
Upper_Secondary,Lower_Secondary,Farmer,Farmer,2,5,3,5,3,3,4,5,3,Moderate,< 2,> 4,4,1,3,3,4,4,4,3,1,4,Yes,Yes,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,54
Lower_Secondary,Illiteracy,Private_Sector,Housewife,2,5,5,5,4,4,4,3,4,Moderate,> 4,< 2,5,5,5,4,4,3,4,4,4,4,Yes,No,No,4,3,4,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,60
Upper_Secondary,Lower_Secondary,Farmer,Farmer,4,5,5,5,4,5,5,5,5,Far,< 2,2 to 4,5,1,5,5,5,5,5,1,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,60
Lower_Secondary,Elementary,Farmer,Farmer,2,3,3,2,2,2,1,2,2,Moderate,< 2,> 4,5,1,2,5,5,5,5,1,3,3,Yes,No,Yes,5,1,3,4,4,3,3,4,3,Khmer,One_Shift,Enough,Enough,Enough,60
Lower_Secondary,Elementary,Farmer,Farmer,2,3,3,2,2,2,1,2,2,Moderate,< 2,> 4,5,1,2,5,5,5,5,1,3,3,Yes,No,Yes,5,1,3,4,4,3,3,4,3,Khmer,One_Shift,Enough,Enough,Enough,60
Lower_Secondary,Elementary,Farmer,Farmer,2,5,4,5,3,3,2,5,5,Moderate,< 2,> 4,4,1,5,5,5,5,5,1,3,3,Yes,No,Yes,5,1,5,5,5,5,5,5,3,French,Irregular,Enough,Enough,Enough,67
Others,Others,Business,Business,3,3,3,4,3,3,3,3,4,Moderate,Never,< 2,3,2,4,4,3,4,4,2,3,3,Yes,No,Yes,3,3,4,4,5,4,5,4,2,Khmer,Irregular,Enough,Enough,Enough,55
Elementary,Elementary,Farmer,Farmer,2,5,5,5,4,5,5,5,4,Moderate,< 2,> 4,5,2,5,4,5,5,5,1,5,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,65
Elementary,Elementary,Farmer,Farmer,2,3,3,3,3,3,3,3,3,Moderate,< 2,Never,3,3,4,3,3,3,3,3,3,3,No,No,No,4,3,3,3,3,3,4,3,2,Khmer,One_Shift,Enough,Enough,Enough,10
Elementary,Elementary,Farmer,Farmer,4,5,5,5,5,5,5,5,5,Short,< 2,< 2,5,5,5,5,5,5,5,5,5,5,Yes,No,Yes,5,5,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,75
Upper_Secondary,Elementary,Farmer,Farmer,2,3,5,4,3,4,4,4,4,Moderate,< 2,2 to 4,4,1,4,4,4,4,4,3,2,2,Yes,No,Yes,5,2,4,4,5,5,4,4,2,Khmer,Irregular,Enough,Enough,Enough,124
Upper_Secondary,Elementary,Business,Housewife,3,3,2,4,2,3,3,3,3,Short,< 2,Never,4,4,3,3,2,2,2,3,2,4,Yes,Yes,No,4,2,3,4,4,4,5,5,2,Khmer,Irregular,Enough,Enough,Enough,55
Undergraduate,Lower_Secondary,Government_Officer,Housewife,3,4,5,5,3,4,3,5,5,Moderate,< 2,> 4,5,2,5,5,4,5,5,1,2,3,Yes,No,Yes,4,2,5,5,5,4,5,4,2,Khmer,Irregular,Maybe,Enough,Enough,150
Elementary,Elementary,Farmer,Farmer,2,3,5,5,3,5,4,4,4,Far,< 2,> 4,5,2,5,5,5,5,5,3,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Not_enough,Not_enough,Not_enough,116
Illiteracy,Lower_Secondary,Farmer,Farmer,2,4,4,3,4,4,5,5,5,Moderate,< 2,< 2,5,5,5,5,5,5,4,4,4,4,Yes,No,No,4,4,5,5,4,5,5,5,2,English,Irregular,Enough,Enough,Enough,80
Elementary,Elementary,Farmer,Farmer,4,3,3,3,3,3,3,3,3,Moderate,< 2,< 2,3,3,3,3,3,3,3,3,3,3,Yes,Yes,No,3,3,2,3,3,3,3,3,2,Khmer,One_Shift,Not_enough,Enough,Enough,50
Lower_Secondary,Lower_Secondary,Farmer,Farmer,2,5,5,5,5,5,3,4,4,Short,> 4,< 2,4,4,4,3,4,3,5,5,4,4,Yes,Yes,Yes,4,4,4,3,4,4,5,2,3,Khmer,Fullday,Not_enough,Enough,Enough,50
Illiteracy,Illiteracy,Unemployment,Housewife,2,3,3,3,3,4,3,3,3,Moderate,2 to 4,< 2,3,3,3,3,3,3,3,3,3,3,Yes,No,No,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,83
Illiteracy,Illiteracy,Unemployment,Housewife,2,3,3,3,3,4,3,3,3,Moderate,2 to 4,< 2,3,3,3,3,3,3,3,3,3,3,Yes,No,No,3,3,3,3,3,3,3,3,2,Khmer,One_Shift,Enough,Enough,Enough,85
Elementary,Elementary,Farmer,Farmer,2,5,5,5,5,5,5,5,5,Moderate,< 2,< 2,3,2,3,3,3,3,3,2,2,3,Yes,No,Yes,4,3,4,5,5,4,5,5,3,Khmer,Irregular,Enough,Enough,Enough,60
Elementary,Elementary,Unemployment,Housewife,2,3,5,4,3,5,3,3,3,Short,< 2,> 4,4,2,3,1,4,4,3,5,3,3,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Enough,65
Elementary,Elementary,Business,Business,2,1,3,5,2,2,2,4,3,Moderate,< 2,< 2,3,2,5,2,4,5,5,4,4,5,Yes,Yes,No,2,3,2,3,3,3,3,3,2,Khmer,Fullday,Enough,Enough,Not_enough,31
Lower_Secondary,Elementary,Farmer,Farmer,3,5,5,5,5,5,5,5,5,Short,< 2,> 4,5,1,5,5,5,5,5,5,5,5,Yes,No,Yes,5,2,5,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,122
Lower_Secondary,Elementary,Farmer,Farmer,3,5,5,5,5,5,5,5,5,Short,< 2,> 4,5,1,5,5,5,5,5,5,5,5,Yes,No,Yes,5,2,5,4,4,4,4,4,3,Khmer,Fullday,Enough,Enough,Enough,122
Upper_Secondary,Lower_Secondary,Business,Housewife,4,4,3,2,2,5,4,1,3,Short,> 4,> 4,5,1,4,5,5,3,5,4,1,1,Yes,Yes,Yes,5,1,3,5,5,5,4,5,3,Khmer,One_Shift,Enough,Enough,Not_enough,87
Upper_Secondary,Upper_Secondary,Others,Housewife,2,3,4,4,3,4,4,4,4,Far,2 to 4,> 4,4,1,5,4,5,5,4,2,2,4,Yes,Yes,Yes,4,2,5,5,5,5,5,4,2,Khmer,One_Shift,Enough,Enough,Enough,120
Lower_Secondary,Illiteracy,Farmer,Housewife,3,3,3,4,3,3,3,5,3,Far,< 2,> 4,4,3,3,3,3,4,3,4,4,3,Yes,No,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,50
Elementary,Lower_Secondary,Business,Business,3,3,4,5,3,5,5,4,3,Moderate,< 2,> 4,4,1,4,4,4,4,3,2,4,2,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Maybe,Maybe,72
Lower_Secondary,Lower_Secondary,Business,Business,2,3,5,3,3,5,3,3,4,Moderate,< 2,< 2,5,2,5,3,5,5,5,3,3,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,80
Undergraduate,Elementary,Government_Officer,Housewife,2,4,4,4,4,4,4,4,4,Moderate,< 2,> 4,5,2,3,3,5,5,5,3,4,3,Yes,Yes,Yes,5,2,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,55
Elementary,Illiteracy,Farmer,Farmer,2,3,2,5,3,2,4,4,3,Far,< 2,> 4,5,2,4,4,4,4,5,2,2,2,Yes,Yes,Yes,5,1,3,5,5,5,4,4,3,Khmer,One_Shift,Enough,Enough,Not_enough,35
Elementary,Elementary,Others,Private_Sector,2,3,3,3,2,2,3,3,3,Moderate,2 to 4,> 4,4,2,3,3,4,4,4,2,2,2,Yes,No,Yes,3,3,4,4,3,4,3,4,2,Khmer,Irregular,Enough,Maybe,Maybe,65
Undergraduate,Undergraduate,Business,Housewife,3,5,5,5,4,4,5,5,5,Moderate,< 2,> 4,5,1,5,5,5,5,5,3,3,2,Yes,Yes,Yes,5,3,5,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,85
Upper_Secondary,Lower_Secondary,Others,Private_Sector,2,3,2,2,2,2,2,2,3,Far,Never,> 4,4,2,4,4,5,4,4,3,3,4,Yes,No,Yes,5,2,4,4,5,5,5,4,2,Khmer,One_Shift,Enough,Enough,Not_enough,75
Lower_Secondary,Elementary,Farmer,Housewife,3,4,5,5,5,5,5,5,4,Moderate,2 to 4,> 4,4,5,4,4,4,4,4,2,4,2,Yes,No,Yes,5,3,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,87
Upper_Secondary,Upper_Secondary,Private_Sector,Private_Sector,3,5,5,4,4,2,3,5,5,Short,< 2,2 to 4,5,5,5,1,4,5,3,5,5,5,Yes,Yes,Yes,5,3,4,5,5,5,3,5,2,Khmer,Irregular,Enough,Maybe,Maybe,65
Lower_Secondary,Lower_Secondary,Government_Officer,Farmer,3,4,4,4,4,4,4,4,4,Moderate,< 2,< 2,3,2,4,3,4,4,3,4,3,2,Yes,No,Yes,4,3,5,4,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,50
Elementary,Elementary,Private_Sector,Housewife,3,5,5,5,5,5,5,5,5,Moderate,2 to 4,> 4,5,1,5,4,4,5,5,4,2,4,Yes,No,Yes,5,2,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,90
Lower_Secondary,Lower_Secondary,Private_Sector,Private_Sector,3,5,5,3,5,4,5,5,4,Moderate,< 2,> 4,5,1,4,5,5,5,5,2,4,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,64
Upper_Secondary,Lower_Secondary,Others,Housewife,3,4,4,4,3,4,4,4,4,Far,2 to 4,> 4,4,2,5,4,5,4,4,2,2,4,Yes,Yes,Yes,4,1,4,5,5,4,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,120
Lower_Secondary,Elementary,Business,Housewife,2,3,3,4,3,4,3,3,3,Moderate,2 to 4,> 4,5,1,5,5,5,5,5,2,2,3,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,110
Lower_Secondary,Lower_Secondary,Business,Business,2,3,5,3,3,5,5,5,5,Moderate,< 2,< 2,5,4,5,5,5,5,5,3,3,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Fullday,Enough,Enough,Not_enough,80
Upper_Secondary,Lower_Secondary,Farmer,Private_Sector,2,4,4,5,5,3,4,5,4,Moderate,2 to 4,2 to 4,4,1,4,4,4,4,4,2,1,2,Yes,No,No,5,2,4,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Not_enough,56
Undergraduate,Upper_Secondary,Business,Government_Officer,3,4,5,4,5,4,4,5,3,Moderate,2 to 4,2 to 4,4,1,5,4,5,5,5,1,3,2,Yes,Yes,Yes,5,2,5,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,108
Undergraduate,Upper_Secondary,Business,Government_Officer,3,4,5,4,5,4,4,5,3,Moderate,2 to 4,2 to 4,4,1,5,4,5,5,5,1,3,2,Yes,Yes,Yes,5,2,5,5,4,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,108
Elementary,Elementary,Farmer,Housewife,4,4,4,4,2,2,4,4,4,Moderate,< 2,> 4,5,2,4,4,5,4,5,2,4,5,Yes,No,No,5,2,4,5,5,5,4,5,2,Khmer,One_Shift,Enough,Enough,Enough,50
Elementary,Elementary,Farmer,Housewife,4,4,4,4,2,2,4,4,4,Moderate,< 2,> 4,5,2,4,4,5,4,5,2,4,5,Yes,No,No,5,2,4,5,5,5,4,5,2,Khmer,One_Shift,Enough,Enough,Enough,50
Elementary,Elementary,Business,Housewife,2,4,3,4,4,3,3,3,3,Moderate,2 to 4,2 to 4,4,4,3,3,3,3,4,3,4,3,Yes,No,Yes,5,4,4,4,4,4,4,4,2,Khmer,Fullday,Not_enough,Not_enough,Not_enough,110
Graduate,Upper_Secondary,Private_Sector,Housewife,3,4,5,3,4,3,4,2,3,Moderate,< 2,> 4,4,1,4,3,4,5,4,2,5,2,Yes,No,Yes,3,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Maybe,Maybe,99
Elementary,Elementary,Farmer,Farmer,2,2,2,5,3,3,3,4,4,Moderate,< 2,2 to 4,5,1,5,3,3,4,5,2,3,4,Yes,Yes,Yes,5,1,5,5,5,5,5,5,3,Khmer,Fullday,Enough,Enough,Enough,55
Undergraduate,Undergraduate,Government_Officer,Business,2,5,5,5,5,3,2,3,3,Far,Never,> 4,5,1,4,4,4,3,5,2,3,1,Yes,Yes,Yes,3,1,4,4,5,4,4,4,2,Khmer,Irregular,Enough,Not_enough,Maybe,123
Lower_Secondary,Upper_Secondary,Business,Business,3,2,4,2,4,5,5,1,4,Moderate,< 2,2 to 4,2,3,2,4,3,3,4,2,2,2,Yes,No,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,85
Elementary,Elementary,Farmer,Housewife,2,3,3,3,3,3,5,5,3,Moderate,< 2,< 2,5,3,3,3,3,4,5,2,2,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,84
Lower_Secondary,Elementary,Farmer,Housewife,2,4,5,5,4,5,5,3,5,Moderate,< 2,> 4,5,2,5,4,4,4,5,1,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,112
Elementary,Elementary,Farmer,Farmer,1,3,3,3,3,3,3,3,3,Far,< 2,< 2,2,2,3,3,3,3,3,2,3,3,Yes,No,No,4,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Not_enough,Not_enough,110
Elementary,Elementary,Farmer,Farmer,2,3,3,4,3,3,5,5,5,Short,2 to 4,> 4,5,2,5,5,5,4,5,1,3,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,113
Elementary,Elementary,Farmer,Farmer,2,4,4,5,3,3,5,5,3,Moderate,< 2,Never,4,2,4,3,4,5,4,1,5,4,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,80
Elementary,Elementary,Farmer,Farmer,2,4,5,5,3,5,5,4,3,Moderate,< 2,< 2,2,2,2,3,2,2,3,3,5,3,Yes,Yes,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,97
Lower_Secondary,Lower_Secondary,Business,Business,2,2,4,3,2,2,2,3,3,Moderate,Never,2 to 4,4,3,4,3,3,3,3,2,4,3,Yes,Yes,Yes,4,1,5,4,5,4,3,5,2,Khmer,Irregular,Enough,Enough,Not_enough,109
Elementary,Elementary,Farmer,Housewife,3,4,4,4,2,5,5,4,4,Short,< 2,< 2,3,1,4,4,3,5,4,2,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Not_enough,Not_enough,Not_enough,108
Elementary,Upper_Secondary,Farmer,Farmer,2,4,5,5,3,5,5,5,3,Moderate,< 2,< 2,2,2,3,4,3,4,3,3,5,3,Yes,No,Yes,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,97
Elementary,Illiteracy,Farmer,Housewife,2,3,3,3,3,5,3,5,3,Moderate,Never,< 2,2,1,2,3,2,3,3,2,3,3,Yes,No,Yes,4,1,5,5,5,5,5,5,3,Khmer,Irregular,Enough,Enough,Enough,110
Elementary,Elementary,Farmer,Farmer,2,2,3,3,2,5,2,2,2,Moderate,< 2,> 4,3,2,1,4,4,4,4,4,2,5,Yes,No,Yes,4,1,5,5,4,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,94
Graduate,Upper_Secondary,Government_Officer,Housewife,3,4,4,5,3,4,4,4,5,Short,2 to 4,2 to 4,5,3,5,3,4,4,4,4,3,4,Yes,Yes,Yes,4,2,4,4,4,4,4,4,2,Khmer,Fullday,Enough,Not_enough,Not_enough,117
Upper_Secondary,Elementary,Farmer,Farmer,2,2,3,5,3,4,5,5,3,Moderate,< 2,2 to 4,2,2,2,3,2,3,5,2,4,5,Yes,No,Yes,5,1,5,5,3,5,5,5,2,Khmer,One_Shift,Not_enough,Not_enough,Maybe,78
Lower_Secondary,Illiteracy,Farmer,Farmer,1,4,3,3,3,3,3,3,3,Far,2 to 4,> 4,3,3,3,5,3,5,5,2,1,5,No,No,Yes,3,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,70
Lower_Secondary,Lower_Secondary,Farmer,Business,2,4,4,4,3,3,3,3,3,Far,< 2,2 to 4,2,3,3,4,4,4,5,1,3,3,Yes,No,Yes,4,1,5,4,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Maybe,85
Elementary,Elementary,Private_Sector,Housewife,3,5,5,5,5,5,5,5,5,Moderate,2 to 4,> 4,5,2,5,4,5,5,5,2,2,4,Yes,Yes,Yes,5,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Enough,Enough,90
Upper_Secondary,Upper_Secondary,Government_Officer,Housewife,3,5,5,5,4,5,5,5,4,Moderate,< 2,2 to 4,5,4,3,4,5,4,5,4,5,2,Yes,Yes,Yes,5,3,5,5,5,5,5,5,3,Khmer,One_Shift,Maybe,Maybe,Maybe,80
Undergraduate,Undergraduate,Government_Officer,Business,3,4,4,4,3,3,2,2,3,Moderate,< 2,> 4,5,3,3,3,3,4,3,3,3,3,Yes,Yes,Yes,4,1,4,4,4,4,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,119
Elementary,Elementary,Farmer,Housewife,2,4,4,4,3,3,3,3,3,Far,2 to 4,> 4,3,3,4,3,4,4,4,3,3,3,Yes,No,Yes,3,3,3,5,5,5,5,5,3,English,Fullday,Enough,Enough,Enough,60
Upper_Secondary,Elementary,Government_Officer,Business,3,2,4,3,2,3,3,4,3,Far,Never,2 to 4,5,4,4,4,4,5,5,2,3,2,Yes,Yes,Yes,3,3,4,4,4,4,4,4,3,Khmer,One_Shift,Enough,Maybe,Enough,123
Elementary,Others,Farmer,Housewife,1,3,3,5,3,2,5,5,3,Far,< 2,2 to 4,5,1,3,3,4,2,4,2,5,4,Yes,No,No,4,1,5,5,5,5,5,5,2,Khmer,One_Shift,Enough,Not_enough,Not_enough,106
Lower_Secondary,Elementary,Government_Officer,Housewife,2,3,4,3,3,4,5,5,4,Moderate,< 2,2 to 4,3,1,3,4,3,3,4,1,2,5,Yes,No,Yes,4,3,5,3,5,3,3,5,3,Khmer,One_Shift,Not_enough,Not_enough,Enough,107
Lower_Secondary,Elementary,Farmer,Farmer,2,4,3,3,3,3,5,5,3,Moderate,< 2,2 to 4,3,3,3,4,3,3,4,1,2,5,Yes,No,Yes,4,3,3,4,4,3,5,4,3,Khmer,Irregular,Enough,Enough,Enough,98
Elementary,Lower_Secondary,Farmer,Housewife,2,4,5,5,4,5,5,3,3,Moderate,< 2,< 2,5,1,5,5,5,5,5,1,5,5,Yes,Yes,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,110
Lower_Secondary,Elementary,Others,Housewife,2,3,3,3,3,3,2,2,1,Short,< 2,2 to 4,2,1,2,3,3,3,3,3,2,5,Yes,Yes,No,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,45
Elementary,Elementary,Farmer,Housewife,2,4,5,5,4,5,5,3,3,Moderate,< 2,< 2,5,1,5,5,5,5,5,1,5,5,Yes,No,Yes,5,1,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Not_enough,Not_enough,103
Lower_Secondary,Elementary,Business,Business,2,2,5,4,2,2,2,4,4,Moderate,< 2,> 4,4,2,5,3,5,5,5,2,2,4,Yes,No,No,4,2,5,5,5,5,4,5,2,Khmer,Irregular,Not_enough,Enough,Enough,40
Upper_Secondary,Upper_Secondary,Farmer,Housewife,2,2,5,5,2,3,3,3,3,Moderate,< 2,< 2,5,2,5,3,5,3,5,3,2,3,Yes,No,Yes,4,1,4,4,4,5,4,4,2,Khmer,One_Shift,Enough,Enough,Enough,100
Upper_Secondary,Lower_Secondary,Others,Others,2,2,2,2,3,2,2,1,3,Moderate,< 2,< 2,2,1,3,2,3,3,4,3,4,4,No,No,No,4,2,5,5,5,5,4,5,2,Khmer,Irregular,Enough,Enough,Maybe,80
Undergraduate,Undergraduate,Private_Sector,Business,3,4,5,4,4,5,3,5,4,Moderate,< 2,> 4,4,2,3,2,4,4,3,2,4,1,Yes,Yes,Yes,4,1,4,3,4,4,4,4,2,Khmer,Irregular,Enough,Enough,Not_enough,102
Elementary,Lower_Secondary,Business,Business,2,5,5,5,3,5,3,3,3,Moderate,> 4,> 4,5,5,5,5,5,5,5,1,5,3,Yes,No,Yes,5,2,5,5,5,5,5,5,3,Khmer,One_Shift,Enough,Enough,Enough,74
Illiteracy,Others,Others,Housewife,2,2,4,5,2,3,5,4,4,Moderate,Never,2 to 4,1,2,3,3,3,4,3,4,3,3,No,No,Yes,5,1,5,5,5,5,5,5,2,Khmer,Irregular,Enough,Enough,Enough,45
Lower_Secondary,Elementary,Business,Business,2,2,4,4,4,4,5,5,5,Moderate,< 2,< 2,2,2,5,3,5,5,5,2,4,5,Yes,No,Yes,5,1,5,5,5,5,5,5,2,French,Irregular,Enough,Enough,Enough,40
